"edad","ocupacion","est_civil","nivel_educativo","contrato_meses","Cred_hipotecario","Cred_personal","Medio_contacto","Dia","Mes","duracion_seg","aceptacion_TC"
36,"desempleado","soltero","universitario",70,"si","si","celular",21,"noviembre",6,"no"
42,"informal","casado","primaria",34,"si","si","celular",7,"mayo",209,"no"
50,"ama(o)_de_casa","casado","primaria",14,"si","si","chat",15,"mayo",419,"no"
49,"informal","casado","bachillerato",46,"si","si","celular",18,"noviembre",283,"no"
45,"desempleado","casado","universitario",9,"no","si","celular",8,"agosto",188,"no"
23,"estudiante","soltero","bachillerato",4,"no","no","celular",16,"septiembre",267,"no"
38,"independiente","soltero","bachillerato",35,"si","no","celular",7,"abril",196,"no"
32,"desempleado","soltero","universitario",12,"si","no","celular",17,"abril",245,"no"
60,"independiente","soltero","primaria",34,"no","no","celular",26,"agosto",323,"si"
30,"independiente","casado","bachillerato",40,"si","no","celular",19,"noviembre",1065,"no"
58,"ama(o)_de_casa","casado","universitario",72,"si","si","chat",11,"junio",138,"no"
60,"pensionado","casado","primaria",19,"no","no","celular",4,"junio",207,"si"
38,"empleado","casado","bachillerato",47,"no","no","chat",25,"junio",456,"si"
51,"independiente","casado","bachillerato",56,"si","no","celular",5,"agosto",261,"si"
42,"independiente","casado","bachillerato",38,"si","si","celular",11,"mayo",80,"no"
30,"empleado","soltero","bachillerato",34,"si","no","celular",18,"mayo",131,"no"
40,"desempleado","casado","primaria",44,"si","no","chat",6,"junio",94,"no"
37,"empleado","casado","universitario",23,"si","no","celular",14,"mayo",567,"si"
53,"independiente","divorciado","primaria",57,"si","no","chat",30,"mayo",153,"no"
27,"empleado","soltero","bachillerato",28,"si","si","celular",13,"mayo",109,"no"
39,"informal","casado","bachillerato",7,"si","si","celular",30,"abril",53,"no"
39,"informal","casado","primaria",15,"si","si","chat",16,"junio",77,"no"
59,"pensionado","casado","universitario",31,"no","no","telefono",27,"marzo",234,"si"
37,"empleado","casado","bachillerato",2,"si","si","telefono",13,"mayo",121,"no"
41,"informal","casado","primaria",51,"si","no","celular",15,"julio",155,"no"
45,"informal","casado","primaria",50,"no","si","celular",17,"abril",108,"no"
48,"desempleado","casado","universitario",7,"si","si","chat",17,"junio",159,"no"
48,"independiente","casado","bachillerato",19,"si","si","chat",26,"mayo",208,"no"
32,"informal","casado","bachillerato",33,"si","si","celular",12,"mayo",215,"no"
35,"empleado","casado","bachillerato",72,"si","si","chat",6,"mayo",597,"no"
33,"empleado","soltero","universitario",20,"si","no","celular",4,"febrero",505,"si"
28,"informal","soltero","primaria",22,"si","si","chat",3,"junio",380,"no"
64,"informal","casado","tecnico",8,"no","si","celular",12,"marzo",120,"no"
35,"independiente","casado","bachillerato",24,"no","si","celular",27,"agosto",106,"no"
33,"informal","casado","bachillerato",57,"si","no","celular",14,"mayo",332,"no"
41,"independiente","casado","bachillerato",72,"si","si","chat",15,"mayo",221,"no"
34,"independiente","casado","bachillerato",37,"si","no","celular",4,"junio",80,"no"
37,"independiente","soltero","universitario",2,"si","no","celular",4,"mayo",60,"no"
38,"informal","casado","primaria",24,"si","si","telefono",13,"mayo",212,"no"
39,"informal","casado","primaria",33,"si","si","celular",14,"abril",493,"no"
35,"independiente","divorciado","universitario",31,"si","si","celular",19,"noviembre",98,"no"
28,"informal","soltero","bachillerato",58,"no","si","celular",8,"julio",681,"si"
27,"informal","soltero","bachillerato",18,"si","no","celular",22,"julio",203,"no"
48,"informal","casado","primaria",56,"no","si","celular",19,"noviembre",157,"no"
50,"informal","casado","bachillerato",62,"no","no","chat",16,"junio",287,"si"
45,"independiente","casado","bachillerato",15,"si","no","celular",7,"agosto",159,"no"
41,"independiente","casado","universitario",17,"si","no","chat",14,"mayo",125,"no"
39,"independiente","casado","bachillerato",6,"no","no","celular",8,"julio",202,"no"
44,"desempleado","casado","bachillerato",11,"si","no","telefono",8,"mayo",37,"no"
54,"independiente","casado","bachillerato",65,"no","no","celular",28,"enero",161,"si"
49,"desempleado","casado","universitario",50,"si","si","celular",6,"agosto",72,"no"
34,"informal","soltero","bachillerato",72,"no","si","celular",2,"febrero",342,"no"
75,"pensionado","divorciado","universitario",67,"si","no","celular",16,"noviembre",262,"si"
42,"desempleado","casado","universitario",68,"si","no","celular",13,"agosto",325,"no"
53,"informal","casado","bachillerato",3,"no","no","telefono",19,"agosto",223,"no"
49,"empleado","divorciado","universitario",24,"no","no","celular",31,"julio",1212,"si"
31,"empleado","soltero","bachillerato",8,"no","si","celular",29,"agosto",319,"no"
45,"informal","soltero","primaria",49,"no","si","celular",29,"enero",182,"no"
39,"independiente","casado","bachillerato",53,"si","si","celular",17,"julio",330,"no"
46,"independiente","casado","bachillerato",5,"si","si","celular",19,"noviembre",514,"no"
42,"independiente","divorciado","bachillerato",16,"si","no","chat",14,"mayo",213,"si"
37,"desempleado","casado","universitario",17,"si","si","celular",7,"mayo",551,"no"
26,"independiente","soltero","universitario",65,"si","no","celular",16,"abril",472,"si"
37,"desempleado","soltero","universitario",30,"si","no","celular",15,"abril",140,"no"
36,"empleado","soltero","bachillerato",13,"si","si","chat",7,"mayo",142,"no"
29,"informal","soltero","primaria",62,"si","no","chat",4,"junio",135,"no"
36,"informal","casado","primaria",15,"si","si","chat",23,"mayo",293,"no"
26,"independiente","casado","universitario",29,"si","no","chat",13,"mayo",107,"no"
32,"informal","casado","bachillerato",50,"si","si","chat",20,"mayo",127,"no"
40,"desempleado","casado","universitario",55,"si","si","celular",20,"noviembre",1816,"no"
53,"desempleado","casado","primaria",20,"si","si","celular",4,"febrero",200,"no"
29,"empleado","casado","universitario",8,"si","no","celular",12,"mayo",418,"si"
34,"independiente","soltero","universitario",21,"si","no","celular",22,"julio",387,"no"
43,"informal","casado","bachillerato",51,"si","si","celular",5,"mayo",156,"no"
56,"empleado","casado","universitario",4,"no","si","celular",21,"julio",121,"si"
55,"independiente","divorciado","universitario",19,"si","si","chat",6,"junio",108,"no"
31,"independiente","casado","universitario",58,"si","si","celular",7,"mayo",47,"no"
27,"independiente","soltero","bachillerato",37,"si","no","celular",20,"abril",16,"no"
36,"desempleado","casado","bachillerato",47,"si","si","celular",18,"noviembre",54,"no"
44,"desempleado","casado","universitario",69,"si","si","celular",6,"agosto",265,"no"
37,"independiente","divorciado","universitario",54,"si","no","chat",23,"mayo",168,"si"
30,"independiente","soltero","bachillerato",24,"si","no","celular",7,"mayo",115,"si"
42,"independiente","soltero","bachillerato",8,"no","si","celular",26,"agosto",31,"no"
30,"empleado","casado","universitario",11,"si","no","telefono",25,"julio",279,"si"
62,"pensionado","casado","bachillerato",42,"no","no","celular",1,"septiembre",28,"si"
24,"informal","casado","bachillerato",18,"si","si","celular",20,"abril",369,"no"
31,"independiente","casado","bachillerato",42,"si","si","chat",13,"mayo",247,"no"
66,"informal","casado","universitario",63,"si","si","celular",22,"abril",155,"no"
47,"independiente","casado","bachillerato",62,"si","si","celular",10,"julio",89,"no"
39,"independiente","casado","universitario",48,"si","si","celular",17,"noviembre",180,"no"
35,"independiente","casado","bachillerato",59,"si","no","celular",18,"noviembre",854,"si"
35,"independiente","divorciado","bachillerato",58,"si","si","celular",17,"abril",46,"no"
27,"independiente","casado","bachillerato",47,"si","si","chat",28,"mayo",266,"no"
32,"informal","casado","bachillerato",47,"si","si","celular",5,"mayo",321,"no"
44,"desempleado","casado","universitario",38,"no","si","celular",28,"agosto",99,"no"
42,"informal","casado","bachillerato",24,"si","no","chat",9,"mayo",147,"no"
34,"independiente","soltero","universitario",20,"no","no","celular",30,"abril",430,"si"
25,"empleado","soltero","bachillerato",53,"no","si","celular",7,"julio",264,"no"
40,"independiente","soltero","bachillerato",12,"no","si","celular",16,"julio",156,"no"
43,"desempleado","divorciado","universitario",55,"no","no","celular",26,"mayo",118,"no"
55,"desempleado","casado","universitario",51,"no","si","chat",6,"mayo",343,"no"
50,"informal","casado","bachillerato",48,"si","si","celular",7,"agosto",226,"no"
45,"desempleado","divorciado","universitario",41,"si","no","chat",1,"junio",5,"no"
35,"informal","divorciado","bachillerato",26,"si","no","celular",20,"noviembre",138,"si"
32,"informal","casado","bachillerato",20,"si","no","celular",10,"septiembre",185,"si"
59,"ama(o)_de_casa","casado","bachillerato",43,"si","si","telefono",3,"febrero",722,"no"
34,"independiente","casado","bachillerato",9,"si","si","chat",21,"mayo",748,"no"
39,"desempleado","casado","universitario",72,"si","si","chat",26,"mayo",142,"no"
40,"desempleado","soltero","bachillerato",68,"si","no","celular",17,"noviembre",523,"no"
36,"informal","soltero","primaria",20,"si","si","chat",20,"junio",8,"no"
40,"desempleado","casado","universitario",59,"si","si","celular",17,"noviembre",153,"no"
55,"independiente","casado","bachillerato",31,"si","no","chat",20,"mayo",210,"no"
38,"independiente","casado","bachillerato",25,"si","no","celular",10,"julio",121,"no"
61,"independiente","casado","bachillerato",24,"no","no","celular",12,"marzo",212,"si"
41,"desempleado","casado","universitario",18,"si","si","chat",21,"mayo",253,"no"
57,"informal","casado","primaria",58,"si","no","chat",13,"mayo",139,"no"
48,"informal","casado","bachillerato",27,"si","no","chat",9,"mayo",71,"no"
77,"pensionado","casado","universitario",9,"no","no","telefono",4,"mayo",421,"si"
35,"empleado","casado","bachillerato",23,"si","si","chat",28,"mayo",199,"no"
54,"informal","casado","bachillerato",34,"si","si","chat",14,"mayo",108,"no"
37,"empleado","soltero","tecnico",4,"si","no","chat",20,"mayo",247,"si"
56,"desempleado","soltero","bachillerato",50,"si","si","telefono",9,"julio",236,"no"
40,"independiente","casado","bachillerato",52,"si","si","celular",4,"febrero",97,"no"
40,"desempleado","casado","universitario",70,"si","si","celular",14,"julio",109,"no"
54,"empleado","casado","universitario",45,"si","no","celular",2,"junio",112,"si"
55,"ama(o)_de_casa","casado","primaria",2,"si","no","chat",19,"junio",15,"si"
55,"empleado","divorciado","bachillerato",12,"si","si","celular",22,"julio",502,"no"
52,"informal","casado","primaria",4,"si","si","chat",16,"mayo",30,"no"
55,"informal","soltero","primaria",39,"si","no","chat",2,"junio",193,"si"
33,"desempleado","casado","universitario",31,"si","si","celular",13,"agosto",347,"no"
52,"informal","casado","tecnico",67,"si","si","chat",15,"mayo",468,"no"
33,"empleado","divorciado","bachillerato",63,"si","si","chat",27,"mayo",148,"no"
53,"independiente","casado","bachillerato",43,"no","no","telefono",16,"marzo",295,"si"
46,"independiente","casado","bachillerato",66,"no","no","celular",26,"agosto",388,"si"
44,"independiente","soltero","bachillerato",66,"si","no","celular",12,"agosto",1735,"si"
48,"empleado","divorciado","universitario",43,"si","no","chat",6,"mayo",339,"si"
50,"ama(o)_de_casa","casado","bachillerato",17,"si","si","celular",13,"mayo",172,"no"
34,"independiente","soltero","bachillerato",71,"si","si","celular",19,"noviembre",117,"no"
38,"independiente","soltero","bachillerato",66,"no","si","chat",20,"junio",587,"no"
42,"desempleado","soltero","universitario",30,"si","si","celular",19,"noviembre",501,"no"
32,"desempleado","soltero","universitario",28,"no","si","celular",14,"agosto",203,"no"
58,"independiente","casado","bachillerato",14,"si","si","telefono",25,"julio",282,"no"
31,"desempleado","casado","universitario",23,"si","no","celular",28,"agosto",110,"no"
19,"estudiante","soltero","primaria",19,"no","no","celular",10,"julio",104,"si"
41,"desempleado","casado","universitario",24,"no","si","celular",15,"octubre",231,"no"
31,"desempleado","casado","bachillerato",1,"si","si","chat",20,"mayo",378,"no"
52,"independiente","soltero","primaria",48,"no","si","celular",15,"julio",193,"no"
42,"independiente","divorciado","universitario",17,"si","si","chat",24,"junio",110,"no"
41,"informal","soltero","bachillerato",55,"si","si","celular",12,"mayo",92,"no"
30,"informal","soltero","bachillerato",42,"no","no","celular",23,"junio",1407,"si"
38,"informal","casado","bachillerato",45,"si","si","celular",6,"febrero",168,"no"
32,"desempleado","casado","universitario",69,"si","si","celular",17,"julio",738,"no"
52,"independiente","casado","bachillerato",30,"si","no","celular",18,"febrero",220,"si"
48,"desempleado","divorciado","universitario",71,"si","no","chat",27,"mayo",89,"no"
36,"empleado","casado","universitario",35,"si","no","celular",31,"julio",30,"si"
45,"desempleado","divorciado","primaria",28,"si","si","celular",20,"abril",103,"no"
34,"independiente","casado","universitario",2,"si","si","chat",2,"junio",70,"no"
36,"informal","casado","primaria",1,"si","no","celular",20,"abril",904,"si"
34,"desempleado","casado","universitario",39,"si","si","celular",14,"mayo",159,"no"
61,"informal","casado","bachillerato",38,"si","si","celular",11,"septiembre",336,"no"
54,"empleado","casado","bachillerato",6,"no","no","chat",19,"junio",220,"no"
50,"independiente","casado","bachillerato",12,"no","no","telefono",17,"noviembre",238,"no"
43,"independiente","divorciado","bachillerato",51,"si","si","celular",21,"noviembre",585,"no"
47,"informal","casado","primaria",52,"si","si","celular",8,"agosto",293,"no"
45,"empleado","casado","bachillerato",70,"si","si","chat",28,"mayo",68,"no"
57,"informal","casado","primaria",17,"no","no","chat",17,"junio",97,"no"
27,"independiente","casado","bachillerato",64,"si","si","chat",9,"mayo",1713,"no"
49,"desempleado","divorciado","bachillerato",60,"no","no","celular",9,"julio",218,"no"
43,"empleado","casado","primaria",16,"si","si","celular",14,"mayo",109,"no"
40,"desempleado","casado","universitario",17,"si","no","telefono",21,"noviembre",661,"no"
32,"empleado","soltero","bachillerato",67,"si","no","celular",6,"mayo",145,"no"
58,"desempleado","casado","primaria",52,"si","si","telefono",18,"mayo",54,"no"
34,"independiente","soltero","bachillerato",22,"si","si","celular",20,"abril",111,"no"
46,"independiente","divorciado","bachillerato",45,"si","si","chat",14,"mayo",566,"no"
29,"informal","casado","bachillerato",20,"no","si","celular",3,"junio",136,"no"
52,"informal","casado","primaria",22,"no","no","celular",4,"agosto",273,"no"
45,"desempleado","casado","universitario",17,"no","si","celular",30,"junio",160,"no"
26,"desempleado","soltero","bachillerato",47,"no","si","celular",28,"julio",76,"no"
40,"independiente","casado","universitario",41,"si","si","celular",19,"agosto",44,"no"
41,"independiente","casado","bachillerato",14,"si","si","chat",27,"mayo",239,"si"
47,"independiente","soltero","bachillerato",52,"no","no","celular",12,"julio",250,"si"
